text,lang,timestamp,sentiment,score,source
We used to cross the ball.. smh,en,2025-10-06 03:46:59.644068,Neutral,0.0,
He’s as crap as a Manager as he was a player. The Portuguese Phil Neville - Utility man.,en,2025-10-06 03:46:59.644070,Negative,-0.8,
"not a crap player, not a crap manager",en,2025-10-06 03:46:59.644072,Positive,0.4,
Who knew the portugese tony pullis would be playing that night,en,2025-10-06 03:46:59.644074,Neutral,0.0,
I don’t think he will last next year. Has no plan B and is not flexible in tactics. Saw it today against Spurs. Had no Plan B,en,2025-10-06 03:46:59.644076,Neutral,0.0,
Thanks Man United,en,2025-10-06 03:46:59.644078,Positive,0.2,
Chicharito suruh ajarin Højlund,id,2025-10-06 03:46:59.644081,Neutral,0.0,
Haha watching Amorim do the celebration dance is hilarious,en,2025-10-06 03:46:59.644083,Positive,0.35,
Even this team squad are still better that now,en,2025-10-06 03:46:59.644086,Positive,0.5,
of course he lost,en,2025-10-06 03:46:59.644089,Neutral,0.0,
That braga kit is gorgeous,en,2025-10-06 03:46:59.644091,Positive,0.7,
De Gea looks about 12,en,2025-10-06 03:46:59.644093,Neutral,0.0,
This looks so weird after me never seeing him as a player.,en,2025-10-06 03:46:59.644094,Negative,-0.5,
ruben is the goat,en,2025-10-06 03:46:59.644095,Neutral,0.0,
Chicharito always at the right place and on the right time. Miss him,en,2025-10-06 03:46:59.644097,Positive,0.2857142857142857,
Glory² Man United ❤❤❤,en,2025-10-06 03:46:59.644098,Neutral,0.0,
Amazing assist by Cleverley,en,2025-10-06 03:46:59.644100,Positive,0.6000000000000001,
never accomplished anything as a player or a manager. Yet this  clown is  turning the club around. Delusional,en,2025-10-06 03:46:59.644101,Negative,-0.1,
"Imagine you have RvP and Wazza up front, but yeah the Chicha guy bags two for your team",en,2025-10-06 03:46:59.644103,Neutral,0.0,
The average players in Ferguson's team were way way more intelligent and had higher football IQ than most of the current so-called stars in United.,en,2025-10-06 03:46:59.644104,Positive,0.3166666666666666,
"Chicarito ununderstanding of space is next to inzaghi, they didnt strong, they dont jump high, but theyre always know when the balls coming",en,2025-10-06 03:46:59.644106,Positive,0.1977777777777778,
We need aplayers like Chickarto❤,en,2025-10-06 03:46:59.644107,Neutral,0.0,
If Amorim lost at Old Trafford what makes you think he’ll win any games as their manager now 😂 the curse is set,en,2025-10-06 03:46:59.644108,Positive,0.45,
"Can you see how many strikers in United bench? Roo, Danny, and let's see RvP and Chicarito cooked other than barbeque 😂",en,2025-10-06 03:46:59.644110,Positive,0.1875,
Only amorim smile ❤,en,2025-10-06 03:46:59.644111,Positive,0.15,
It's destiny.,en,2025-10-06 03:46:59.644112,Neutral,0.0,
"Funny how Amorim lost at Old Trafford, something he will get used to in the coming future",en,2025-10-06 03:46:59.644114,Positive,0.1166666666666666,
Life is so funny in some ways 😂,en,2025-10-06 03:46:59.644116,Positive,0.25,
Look at former Nigeria coach coaching Braga then,en,2025-10-06 03:46:59.644117,Neutral,0.0,
"RvP's footwork, JS Park's sharpness and delivery, and Chicharito's perfect positioning for the first goal is something we haven't seen in a long, long time at United... Hope we get this 'Beautiful Football' again in Amorim's Era.",en,2025-10-06 03:46:59.644118,Positive,0.4,
Eder humiliating,en,2025-10-06 03:46:59.644120,Neutral,0.0,
Football is a business not a sport played by mercenaries watched by fools.,en,2025-10-06 03:46:59.644121,Neutral,0.0,
"hey look, that's man city's new director of football",en,2025-10-06 03:46:59.644123,Positive,0.1363636363636363,
It's madness to see David De Gea. We should really have said him a proper thanks and goodbye...,en,2025-10-06 03:46:59.644124,Positive,0.1333333333333333,
Jose Peserio wow 😮,en,2025-10-06 03:46:59.644125,Positive,0.1,
When will we get a striker with Chicharito instincts? The short guy was magic for alex.,en,2025-10-06 03:46:59.644127,Positive,0.25,
we need to get back to crossing the ball in and finishing with the head we have two 9's who fit this playstyle exactly,en,2025-10-06 03:46:59.644128,Positive,0.2166666666666666,
"You know, we used to play Cleverley as a midfielder 😅",en,2025-10-06 03:46:59.644129,Neutral,0.0,
"Back when Manchester United was still a dominant force in Premier League.
That was during Fergie's farewell season.
And also, notice that Braga team with the likes of Amorim, Hugo Viana (current Sporting CP club director), and a young Eder (the same guy that led Portugal to the historic Euro 2016 triumph with his solitary goal during that Final vs France).",en,2025-10-06 03:46:59.644131,Positive,0.0166666666666666,
Allan who's scored two goals against us Looks so much like Anderson.😂,en,2025-10-06 03:46:59.644132,Positive,0.2,
Hope amormim bringing back the glory days 🏆,en,2025-10-06 03:46:59.644133,Neutral,0.0,
Chicharito omere Chelsea 😅,en,2025-10-06 03:46:59.644135,Neutral,0.0,
"Amorim, the Smiling General",en,2025-10-06 03:46:59.644136,Positive,0.05,
"first lesson in that era, do not celebrate with dancing in old trafford",en,2025-10-06 03:46:59.644137,Positive,0.175,
Just clocked peseiro was the coach of braga 😂😂,en,2025-10-06 03:46:59.644139,Neutral,0.0,
Where was RVP in this Match Jesus haha,en,2025-10-06 03:46:59.644140,Positive,0.2,
Chicharito is real,en,2025-10-06 03:46:59.644141,Positive,0.2,
Johnny Evans the legend,en,2025-10-06 03:46:59.644143,Neutral,0.0,
Our Strikers should learn from CHICHARITO movements on the ball,en,2025-10-06 03:46:59.644144,Neutral,0.0,
Fletcher in there too. It’s all the guys you didn’t expect would ever be here in 2024,en,2025-10-06 03:46:59.644146,Neutral,0.0,
WHAT is this commentary 😂😂😂😂,en,2025-10-06 03:46:59.644147,Neutral,0.0,
the time when the cross was money,en,2025-10-06 03:46:59.644148,Neutral,0.0,
Hugo Viana and Beto were two of the most underrated players in football history,en,2025-10-06 03:46:59.644150,Positive,0.5,
The goat EDER with the assist,en,2025-10-06 03:46:59.644151,Neutral,0.0,
"Squad yang di isi penuh petarung, beda dg yang sekarang 😂",id,2025-10-06 03:46:59.644153,Neutral,0.0,
Ruben was celebrating and then dawned on him that he was soon to be our coach!,en,2025-10-06 03:46:59.644154,Neutral,0.0,
and he gave was the throw in for the first goal,en,2025-10-06 03:46:59.644155,Positive,0.25,
One day that Amorim guy will manage Manchester United.,en,2025-10-06 03:46:59.644157,Neutral,0.0,
size doesnt matter. Chitorito scoring so many goals,en,2025-10-06 03:46:59.644158,Positive,0.5,
See the quality of Players Ferguson used,en,2025-10-06 03:46:59.644159,Neutral,0.0,
"Chicharito probably was less talented than Hojlund or even Zirkzee if you compare their skills, but he had something they dont, and is goal instinct, he had so many goals of a pure 9 that he was just where he needed to be. Man I would change either one of our current strikers for Chicha without a blink.",en,2025-10-06 03:46:59.644161,Positive,0.2495238095238094,
Now Sporting CP Boss Will Rebuilding Manchester United With Many New Talents!,en,2025-10-06 03:46:59.644162,Positive,0.3352272727272727,
chicharito was so underrated,en,2025-10-06 03:46:59.644163,Neutral,0.0,
bruhhh both butner n tom cleverly was great at that time,en,2025-10-06 03:46:59.644169,Positive,0.4833333333333333,
This is when Man United was actually winning the Premier League and UCL,en,2025-10-06 03:46:59.644171,Positive,0.5,
Chicharito is clear of Holjund,en,2025-10-06 03:46:59.644172,Positive,0.0999999999999999,
Alan. That celebration still lives rent free in head.,en,2025-10-06 03:46:59.644174,Positive,0.4,
"""Remember you used to lose from MU""

But seriously what MU trying to do here actually?",en,2025-10-06 03:46:59.644175,Negative,-0.1666666666666666,
Goat Chicha <3,en,2025-10-06 03:46:59.644176,Positive,1.0,
Back in the day when united players could cross a ball.,en,2025-10-06 03:46:59.644178,Neutral,0.0,
Now  Evan Still Player But Amorim is Coach 😊,en,2025-10-06 03:46:59.644179,Neutral,0.0,
That cross from Tom Cleverley is fire,en,2025-10-06 03:46:59.644181,Neutral,0.0,
"Everytime I look at Fergie's line-up, I wonder how on earth he made every player who played under him look like world-class!! What a manager!! We love you and miss you Fergie!!",en,2025-10-06 03:46:59.644182,Positive,0.78125,
Remember cleverley before stupidley,en,2025-10-06 03:46:59.644183,Neutral,0.0,
Lmao Eder there,en,2025-10-06 03:46:59.644185,Positive,0.6,
How can this kind of team with this player lift the premier league,en,2025-10-06 03:46:59.644186,Positive,0.6,
When last time a man utd fullback put a cross into the box ? Just look at the 3rd goal from united,en,2025-10-06 03:46:59.644187,Neutral,0.0,
"We need more players with the love Chicha had for Man U, always came in clutch no matter when and where...specially vs Chelsea",en,2025-10-06 03:46:59.644189,Positive,0.5,
Alex Ferguson nih boss😎,en,2025-10-06 03:46:59.644190,Neutral,0.0,
Best club in the world❤,en,2025-10-06 03:46:59.644191,Positive,1.0,
Back when Nike's GK kit have it's own uniqueness design for elite team such as man u. But now it's dull GK kit for every Nike's team even the elite's,en,2025-10-06 03:46:59.644193,Positive,0.0770833333333333,
"the time when we were never afraid of conceding first, because our attacking game kept the opponents afraid even though they were ahead",en,2025-10-06 03:46:59.644194,Negative,-0.1124999999999999,
"During Sir Alex time, every player turns world class. Hoping that Amorim will emulate that winning mentality again.",en,2025-10-06 03:46:59.644195,Positive,0.5,
i miss this feeling,en,2025-10-06 03:46:59.644197,Neutral,0.0,
what a memories!,en,2025-10-06 03:46:59.644198,Neutral,0.0,
Current United lacks self-belief. That's what Amorim has to cure.,en,2025-10-06 03:46:59.644200,Neutral,0.0,
Why is a highligt uploaded tho?,en,2025-10-06 03:46:59.644201,Neutral,0.0,
Chicharito😍❤️,en,2025-10-06 03:46:59.644202,Neutral,0.0,
See the way they pull crosses inside the box finding their NO 9 but we have likes of rashford and garnacho who finds it difficult to make simple decisions. Anybody that refuses to cross the ball should remain on the bench that's my advice for amorim,en,2025-10-06 03:46:59.644204,Negative,-0.1666666666666666,
Too bad that we lost when we faced them away,en,2025-10-06 03:46:59.644205,Negative,-0.6999999999999998,
Miss this vibes 😮‍💨,en,2025-10-06 03:46:59.644206,Neutral,0.0,
"Just a fun fact, Javier Hernandez (Cicharito) still plays football these days...",en,2025-10-06 03:46:59.644208,Positive,0.3,
"Ah! the nostalgia hits hard watching Van Persie taking corners! I remember rival fans started mocking this United jersey, calling it the ""table cloth"" due to it's checkered pattern! And soon enough, we United fans came up with a fitting reply: ""Where does a table cloth go? On top of the table! GGMU""! And soon enough, Man United were top of the Table indeed!",en,2025-10-06 03:46:59.644209,Positive,0.1979166666666666,
jonny Evans still there :)),en,2025-10-06 03:46:59.644210,Positive,0.5,
"Peseiro is such a bad coach! Never knew how to defend. The guy lost the championship, the portuguese cup and the uefa cup at Sporting, all 3 within a week.",en,2025-10-06 03:46:59.644211,Negative,-0.4374999999999999,
Ruben will be coaching Evans now. Funny how things turn out. 😂❤,en,2025-10-06 03:46:59.644213,Positive,0.25,
Ruben will be coaching Evans now. Funny how things turn out. 😂❤,en,2025-10-06 03:46:59.644214,Positive,0.25,
Dea gea😂. The signs were there,en,2025-10-06 03:46:59.644216,Neutral,0.0,
Current strikers must watch this video on how to play and score when you were down.,en,2025-10-06 03:46:59.644217,Negative,-0.0777777777777777,
Imagine if Antony Matheus dos Santos is playing for this team!!,en,2025-10-06 03:46:59.644218,Neutral,0.0,
"Nigerians in the house!
Their coach was Jose Poseiro.",en,2025-10-06 03:46:59.644220,Neutral,0.0,
History United,en,2025-10-06 03:46:59.644221,Neutral,0.0,
What a header chicha!,en,2025-10-06 03:46:59.644222,Neutral,0.0,
watching this reminded me how bad De Gea was at the start of his season at Man United.. and now it's Onana's turn,en,2025-10-06 03:46:59.644224,Negative,-0.6999999999999998,
What a player Javier Hernández was!,en,2025-10-06 03:46:59.644225,Neutral,0.0,
the guy is celebrating against manutd  hhhhhhh,en,2025-10-06 03:46:59.644226,Neutral,0.0,
"In this match we still have Chicarito, Rooney, RVP in forward
Carrick and Fletcher in midfield",en,2025-10-06 03:46:59.644228,Neutral,0.0,
Chicharitoooooooooo ❤❤❤,en,2025-10-06 03:46:59.644229,Neutral,0.0,
"chicharito comeback specialist, what a player",en,2025-10-06 03:46:59.644231,Neutral,0.0,
The players in this squad were not worth a lot of money but they were worth A Lot,en,2025-10-06 03:46:59.644232,Positive,0.075,
Infokan lawan terkuatt,id,2025-10-06 03:46:59.644233,Neutral,0.0,
I always wonder why we sold Chicarito when he was in the top form. Amazing footballer and what a guy off the field. SMH!!!,en,2025-10-06 03:46:59.644235,Positive,0.75,
"You Have Ruben Amorim and the last player is Hugo Viana, the new Man city Director 😂😂",en,2025-10-06 03:46:59.644236,Positive,0.0681818181818181,
When VAR didn’t ruin football and when Man United fought to win,en,2025-10-06 03:46:59.644237,Positive,0.8,
It was when man u is a man united guys,en,2025-10-06 03:46:59.644239,Neutral,0.0,
The service the strikers used to get was unreal under Fergie 🤯,en,2025-10-06 03:46:59.644240,Neutral,0.0,
Nice game..,en,2025-10-06 03:46:59.644241,Positive,0.0999999999999999,
those first 2 Braga goals have become the norm against United now. So frustrating,en,2025-10-06 03:46:59.644243,Negative,-0.075,
That Eder guy with that skills. Man he could be a national hero and bring home a trophy for his country one day,en,2025-10-06 03:46:59.644244,Neutral,0.0,
And CR7 will be the coach,en,2025-10-06 03:46:59.644245,Neutral,0.0,
"​@@SpongeBobSquarePants89CR7 with the clutch vocal assist to Eder 💪, the most beautiful vocal assist in history that's why he is the 🐐.",en,2025-10-06 03:46:59.644247,Positive,0.675,
Chicharitoooooo,en,2025-10-06 03:46:59.644248,Neutral,0.0,
That Chicharito goal was a clear offside,en,2025-10-06 03:46:59.644250,Positive,0.0999999999999999,
CARELESS 061 - ALKA SELTZER ❤,en,2025-10-06 03:46:59.644251,Negative,-0.5,
Two guys in this video will have managed United,en,2025-10-06 03:46:59.644252,Neutral,0.0,
The third goal was perfectly pinpoint cross assist from Tom Cleverley.,en,2025-10-06 03:46:59.644254,Positive,0.3333333333333333,
Prime united 😭,en,2025-10-06 03:46:59.644255,Neutral,0.0,
I love the the guy who scored the the second goal dance,en,2025-10-06 03:46:59.644257,Positive,0.25,
Manchester United,en,2025-10-06 03:46:59.644258,Neutral,0.0,
Classic United.. Never hesitated to put the ball into the penalty area. Tries after tries..,en,2025-10-06 03:46:59.644259,Negative,-0.0111111111111111,
I need RVP back in United's starting lineup 😂 dude was 👌🏾,en,2025-10-06 03:46:59.644261,Neutral,0.0,
"Whoever thought? 
On King Dave",en,2025-10-06 03:46:59.644262,Neutral,0.0,
"I'VE SEEN ENOUGH, AMORIM OUT!",en,2025-10-06 03:46:59.644264,Neutral,0.0,
That jersey ❤20,en,2025-10-06 03:46:59.644265,Neutral,0.0,
"and out of all players, Evans scores.",en,2025-10-06 03:46:59.644266,Neutral,0.0,
Amorim walking into the United dressing room and seeing evans still there be like 💀,en,2025-10-06 03:46:59.644268,Neutral,0.0,
We're screwed ngl 3-2 against tht team 😢😂,en,2025-10-06 03:46:59.644269,Neutral,0.0,
I remember watching this game at my dads house lol. Time really does fly man im old,en,2025-10-06 03:46:59.644271,Positive,0.3,
"Cleverly, Kagava, Fletcher, Carrick. SAF won PL with this milfield",en,2025-10-06 03:46:59.644272,Positive,0.1666666666666666,
Jose peseiro was on the touchline??,en,2025-10-06 03:46:59.644273,Neutral,0.0,
Let's go red's ♥️⚽🥺💎,en,2025-10-06 03:46:59.644275,Neutral,0.0,
The streets will never forget Chicharito.,en,2025-10-06 03:46:59.644276,Neutral,0.0,
"Just write ruben amorim on the title and you will get views, hottest name on the internet",en,2025-10-06 03:46:59.644277,Neutral,0.0,
"That Man United starting XI is crazy. It’s testament to the abilities of the players and genius of Sir Alex that it could work. 1 actual centre back, no wingers, 2 out and out strikers and two number 10a all just doing different jobs. 😅",en,2025-10-06 03:46:59.644279,Negative,-0.12,
"""Comeback Complete"" I miss that",en,2025-10-06 03:46:59.644280,Positive,0.1,
Wrong title😂,en,2025-10-06 03:46:59.644281,Negative,-0.5,
When Football was Real..,en,2025-10-06 03:46:59.644283,Positive,0.2,
Amorim - make the MU great again!,en,2025-10-06 03:46:59.644284,Positive,1.0,
20 years later and Johnny 3vans still going strong.,en,2025-10-06 03:46:59.644285,Positive,0.2166666666666666,
What united wouldn't give to have a striker like Chicharito or Van Persie right now,en,2025-10-06 03:46:59.644287,Positive,0.2857142857142857,
Wait is that the same Eder that won Portugal that euro? 💀😂 Mad,en,2025-10-06 03:46:59.644288,Negative,-0.3125,
"The fact that man city got hugo viana quick is going under the radar 

This is something i wish united would have done right when David gill left",en,2025-10-06 03:46:59.644290,Positive,0.2063492063492063,
Who Knew he would manage this club after some years,en,2025-10-06 03:46:59.644291,Neutral,0.0,
Oh maann.. i thought this was a recent game and we actually won....,en,2025-10-06 03:46:59.644294,Negative,-0.1333333333333333,
The braga team was full of old guys😂,en,2025-10-06 03:46:59.644295,Positive,0.2249999999999999,
"headers from crosses, how rare is it for United from the last decade",en,2025-10-06 03:46:59.644296,Positive,0.15,
Hey Manchester United sign leon goretzka and gyokerez plzz.  I am a big fan of man utd you want a great forward so if you sign gyokerez you can improve your stricker position so plzz. sign that two players ❤😊,en,2025-10-06 03:46:59.644298,Positive,0.4,
Lvg letting go of chicharito was the biggest mistake,en,2025-10-06 03:46:59.644299,Neutral,0.0,
Miss David de Gea so much he was a true world class keeper 👍🏼🔥,en,2025-10-06 03:46:59.644300,Positive,0.275,
How the same Johnny Evans is a defensive option for Him,en,2025-10-06 03:46:59.644302,Neutral,0.0,
Epic comeback. Chicharito always do that 🔥,en,2025-10-06 03:46:59.644303,Positive,0.1,
Can’t wait to see Anthony becoming our manager,en,2025-10-06 03:46:59.644304,Positive,0.45,
he always join selebration :V,en,2025-10-06 03:46:59.644306,Neutral,0.0,
2012... take me back 😪,id,2025-10-06 03:46:59.644307,Neutral,0.0,
Miss those golden days of comeback,en,2025-10-06 03:46:59.644309,Positive,0.3,
"Sekarang anda berada disini lagi 

Selamat datang pelatih baru club idola kami👏👏👏",id,2025-10-06 03:46:59.644310,Neutral,0.0,
Why fake news.,en,2025-10-06 03:46:59.644311,Negative,-0.5,
We need a striker that can score header like chicarito.,en,2025-10-06 03:46:59.644313,Neutral,0.0,
Johnny Evans is so funny,en,2025-10-06 03:46:59.644314,Positive,0.25,
i was five years by then meaning no one can convice me not to support the clubal,en,2025-10-06 03:46:59.644315,Neutral,0.0,
That referee decision at the first united goal is just immaculate. Very professional.,en,2025-10-06 03:46:59.644317,Positive,0.19,
Proper positioning from chicarito❤,en,2025-10-06 03:46:59.644318,Neutral,0.0,
All I see is Prime Chicha,en,2025-10-06 03:46:59.644319,Neutral,0.0,
"Fun fact, the guy who crosses for the first goal is the next sports director of Man city, Hugo Viana 😂",en,2025-10-06 03:46:59.644321,Positive,0.1833333333333333,
Man like shinji kagawa loved him at united. Very short lived deserved longer but was baller,en,2025-10-06 03:46:59.644322,Positive,0.35,
can he be subbing himself to the games as well?😆😆😆,en,2025-10-06 03:46:59.644323,Neutral,0.0,
"Little did he know, he would become the Man Utd manager.",en,2025-10-06 03:46:59.644325,Negative,-0.1875,
"2013 is the comeback season man, I cant believe how many times United been conceded first but manage to win the game by fantastic comeback..Chicharito is  superb that season, its almost everytime he would score when he come to play..Amazingg season.",en,2025-10-06 03:46:59.644326,Positive,0.425,
Chicharito's movement for the first goal should be the standard for all our strikers today.,en,2025-10-06 03:46:59.644327,Positive,0.125,
I went to this 😮,en,2025-10-06 03:46:59.644329,Neutral,0.0,
This song needs to be played at OTF,en,2025-10-06 03:46:59.644330,Neutral,0.0,
Evans and amrim played together but now amrim is going to coach him,en,2025-10-06 03:46:59.644331,Neutral,0.0,
In that same team you can see Hugo Viana. New sports director for Man City .. also from Sporting's management team. Talented Portugal,en,2025-10-06 03:46:59.644333,Positive,0.2787878787878787,
I think young Amorim dont know how to dance properly😂,en,2025-10-06 03:46:59.644334,Positive,0.1,
carrick was CB,en,2025-10-06 03:46:59.644335,Neutral,0.0,
He's walking line Bruno,en,2025-10-06 03:46:59.644337,Neutral,0.0,
So this is were eder played before that heroic final,en,2025-10-06 03:46:59.644338,Positive,0.35,
Losing 2-0 agaisnt José Peseiro its reason to sack Ferguson,en,2025-10-06 03:46:59.644339,Neutral,0.0,
i kinda wishbthey brought chicharito back 😅,en,2025-10-06 03:46:59.644341,Neutral,0.0,
Back to the time we have players who can cross,en,2025-10-06 03:46:59.644342,Neutral,0.0,
More heading goal than united last 5 game heading goal,en,2025-10-06 03:46:59.644343,Positive,0.0333333333333333,
Jonny Evans has 9 lives watching him leave and comeback again,en,2025-10-06 03:46:59.644345,Neutral,0.0,
Eder the one who scored in Euro 2016 Final for Portugal 😮,en,2025-10-06 03:46:59.644346,Neutral,0.0,
This is Manchester United😢,en,2025-10-06 03:46:59.644347,Neutral,0.0,
Chicharito 🔥🔥🔥,en,2025-10-06 03:46:59.644349,Neutral,0.0,
The times when SHINJI KAGAWA was in MANU,en,2025-10-06 03:46:59.644350,Neutral,0.0,
Who else thinks that goalie sold the game ?,en,2025-10-06 03:46:59.644352,Negative,-0.4,
He's gonna be upset now and make you worse😂,en,2025-10-06 03:46:59.644353,Neutral,0.0,
Nobody talking about Van persie🔥🔥🔥,en,2025-10-06 03:46:59.644354,Neutral,0.0,
Tidak akan terjadi jika masih Rood Van Nestelroy pelatihnya,id,2025-10-06 03:46:59.644356,Neutral,0.0,
"my guy CHICHARITO, i miss this guy!❤️❤️",en,2025-10-06 03:46:59.644357,Neutral,0.0,
Amorin Knows Man United well,en,2025-10-06 03:46:59.644358,Neutral,0.0,
Why don't we buy players like Allan and Amorim? Johnny Evans is so poor and Bruno is hardly visible.,en,2025-10-06 03:46:59.644360,Negative,-0.3458333333333333,
was that the same Eder who scored the winning goal Euro 2016?,en,2025-10-06 03:46:59.644361,Positive,0.25,
"Always believe, nothing is impossible",en,2025-10-06 03:46:59.644362,Negative,-0.6666666666666666,
Someone remember the name of that Sporting coach,en,2025-10-06 03:46:59.644364,Neutral,0.0,
What a classic match,en,2025-10-06 03:46:59.644365,Positive,0.1666666666666666,
"Just to tell you, Man United community, you've done the impossible. You summoned 3 of the 4 biggest clubs in portugal in this video and rivals: Braga, Benfica and Sporting just bc of Ruben Amorim 😅",en,2025-10-06 03:46:59.644366,Negative,-0.6666666666666666,
Chicharito better than Rasmus,en,2025-10-06 03:46:59.644368,Positive,0.5,
Evans is an ancestor,en,2025-10-06 03:46:59.644369,Neutral,0.0,
"Kangen emyu jaman ini, ketinggalan 2-0 ga masalah dan bisa comeback ❤‍🔥",id,2025-10-06 03:46:59.644370,Neutral,0.0,
Did Anyone notice that Amorim didn't take too long for a goal celebration? He looked like don't want to spend time too much and choose to move forward.,en,2025-10-06 03:46:59.644372,Positive,0.075,
Yeah I noticed that. He danced for a bit then headed back to his position 😂,en,2025-10-06 03:46:59.644373,Neutral,0.0,
That's Jose Pesseiro as Sporting Manager. Wow,en,2025-10-06 03:46:59.644374,Positive,0.1,
Seems like braga coach then was last Nigeria national team manager 😮,en,2025-10-06 03:46:59.644376,Neutral,0.0,
Former Super Eagles coach,en,2025-10-06 03:46:59.644377,Positive,0.1666666666666666,
The ball from cleverly for the last goal was 🔥,en,2025-10-06 03:46:59.644378,Positive,0.0833333333333333,
Chicharito’s movements around the goal is madness 😮 compensate for his height,en,2025-10-06 03:46:59.644380,Neutral,0.0,
"Wayne Rooney is so unselfish he would play any position the manager asked him to and accommodate others in a game if he had more of an ego, I'm sure he would have had more united goals, what a legend",en,2025-10-06 03:46:59.644381,Positive,0.275,
Ariel threat Chico was something else stand it up he’s bound to get it !,en,2025-10-06 03:46:59.644383,Neutral,0.0,
These days Chicarito's goal is looked at by VAR for 30 seconds and then given offside. Tell me I'm wrong,en,2025-10-06 03:46:59.644384,Negative,-0.5,
Chicharito was a beast,en,2025-10-06 03:46:59.644385,Neutral,0.0,
Releasing Chicharito was the biggest mistake of all times ...  Hernandez( Chicharito)..,en,2025-10-06 03:46:59.644387,Neutral,0.0,
Chicharito ❤❤❤,en,2025-10-06 03:46:59.644388,Neutral,0.0,
Chicha was Sir Alex killer weapon,en,2025-10-06 03:46:59.644389,Neutral,0.0,
Young de Gea 🥺,en,2025-10-06 03:46:59.644391,Positive,0.1,
Replace Chicharito with Rasmus and those goals dont happen. Rasmus needs to work on his positioning and stop wrestling defenders all the time.,en,2025-10-06 03:46:59.644392,Neutral,0.0,
Jonny Evans respect   ❤,en,2025-10-06 03:46:59.644394,Neutral,0.0,
Johnny evans kembali bertemu ruben di situasi yg berbeda 😊😊,id,2025-10-06 03:46:59.644395,Neutral,0.0,
the current generation Manchester has to play a lot of passes into the box,en,2025-10-06 03:46:59.644397,Neutral,0.0,
Evans hasn’t aged a day,en,2025-10-06 03:46:59.644398,Negative,-0.1,
Ruben should've been tracking Hernandez for United first goal lol. Send him back to Sporting please. That's unacceptable.,en,2025-10-06 03:46:59.644399,Positive,0.35,
please make match day highlights like this,en,2025-10-06 03:46:59.644401,Neutral,0.0,
"Amorim composed as player and manager

AND Jonny Evans in this match lets not forget XD",en,2025-10-06 03:46:59.644402,Neutral,0.0,
That guy from Braga back to Manchester United 🔥,en,2025-10-06 03:46:59.644403,Neutral,0.0,
"Except evans, please find big difference this squad and our squad now? I found one, mentality",en,2025-10-06 03:46:59.644405,Neutral,0.0,
Tom cleverly provided the assist for the third goal. Did you guys know that? Shocking didn’t know he was capable of that,en,2025-10-06 03:46:59.644406,Negative,-0.1583333333333333,
Cleverley 😂,en,2025-10-06 03:46:59.644407,Neutral,0.0,
"I used to complain about chicharito back then(having him over Berva), but I see our strikers nowadays, and now I know how underrated he was. 😢",en,2025-10-06 03:46:59.644409,Neutral,0.0,
at 1.57 you get the best angle of amorim's name,en,2025-10-06 03:46:59.644410,Positive,1.0,
"I miss MU in the SAF era. when we conceded 2 goals, we didn't panic at all because we knew at the end of the match they would win it",en,2025-10-06 03:46:59.644411,Positive,0.8,
Chicharito was a beast,en,2025-10-06 03:46:59.644413,Neutral,0.0,
imagine if antony is our manager after 20 years,en,2025-10-06 03:46:59.644414,Neutral,0.0,
I could see Pesiero there on the dugout. Former Nigeria football coach,en,2025-10-06 03:46:59.644415,Neutral,0.0,
Everything is getting better and better for the RED DEVIL now!,en,2025-10-06 03:46:59.644417,Positive,0.3333333333333333,
"Sorry amorim, united still win 😊",en,2025-10-06 03:46:59.644418,Positive,0.15,
Imagine if Jonny Evans scores on Amorin's debut 😮😂,en,2025-10-06 03:46:59.644420,Neutral,0.0,
Chicha❤🤍🖤,en,2025-10-06 03:46:59.644421,Neutral,0.0,
Why nowadays Hojlund and Zirkzee can't play like Chicarito?,en,2025-10-06 03:46:59.644422,Neutral,0.0,
that was SAF's United mentality!,en,2025-10-06 03:46:59.644424,Neutral,0.0,
they all looked very young! feels very nostalgic🥲,en,2025-10-06 03:46:59.644425,Positive,0.18125,
"Jonny Evans looking all boy and here… 

Ruben’s really no nonsense too… celebrates for 3 seconds and leaves to continue his job each time.",en,2025-10-06 03:46:59.644426,Negative,-0.1,
Amorim should sign chicarito,en,2025-10-06 03:46:59.644428,Neutral,0.0,
Jaman ini gelanda gak jelas kaya tom cleverly aja bisa umpan gokil kan,id,2025-10-06 03:46:59.644430,Neutral,0.0,
Now Fletcher is one of his coaching staff and Evans is his player 😂,en,2025-10-06 03:46:59.644432,Neutral,0.0,
Streets will never forget Chicharito❤,en,2025-10-06 03:46:59.644433,Neutral,0.0,
Especially me chelsea fan..he used to score us while oofsides and scores counted😢😢,en,2025-10-06 03:46:59.644434,Neutral,0.0,
"Lol, he used to own you guys for real 😂🔥",en,2025-10-06 03:46:59.644436,Positive,0.5333333333333333,
"Also playing in this match is Man City's would-be sporting director, Hugo Viana 😅",en,2025-10-06 03:46:59.644437,Neutral,0.0,
Typical SAF team football 🥹,en,2025-10-06 03:46:59.644439,Negative,-0.1666666666666666,
"never doubt this team.. even if we lost 2-0 in the first half, they'll comeback",en,2025-10-06 03:46:59.644440,Positive,0.0416666666666666,
One of the worst GK performances at OT ever,en,2025-10-06 03:46:59.644441,Negative,-1.0,
Fletcher and evans will have a long conversation with amorim,en,2025-10-06 03:46:59.644443,Negative,-0.05,
